.\images\test\0_10mm.JPG,0,-1,-1
.\images\test\0_20mm.JPG,0,-1,-1
.\images\test\0_30mm.JPG,0.000181501,-1,-1
.\images\test\10mm-low.JPG,0,-1,-1
.\images\test\10mm.JPG,0,-1,-1
.\images\test\10_10mm.JPG,0,-1,-1
.\images\test\10_20mm.JPG,0,-1,-1
.\images\test\10_30mm.JPG,0,-1,-1
.\images\test\11_10mm_low.JPG,0,-1,-1
.\images\test\11_20mm_low.JPG,0,-1,-1
.\images\test\11_30mm_low.JPG,0,-1,-1
.\images\test\12_10mm.JPG,0,-1,-1
.\images\test\12_20mm.JPG,0,-1,-1
.\images\test\12_30mm.JPG,0,-1,-1
.\images\test\13_10mm_low.JPG,0,-1,-1
.\images\test\13_20mm_low.JPG,0,-1,-1
.\images\test\13_30mm_low.JPG,0,-1,-1
.\images\test\14_10mm.JPG,0,-1,-1
.\images\test\15_10mm.JPG,0,-1,-1
.\images\test\16_30mm.JPG,0,-1,-1
.\images\test\17_10mm.JPG,0,-1,-1
.\images\test\17_20mm.JPG,0,-1,-1
.\images\test\17_30mm.JPG,0,-1,-1
.\images\test\18_10mm_low.JPG,0,-1,-1
.\images\test\18_20mm_low.JPG,0,-1,-1
.\images\test\18_30mm_low.JPG,0,-1,-1
.\images\test\1_10mm.JPG,0,-1,-1
.\images\test\1_20mm.JPG,0,-1,-1
.\images\test\1_30mm.JPG,0,-1,-1
.\images\test\20mm.JPG,0,-1,-1
.\images\test\29mm-low.JPG,0,-1,-1
.\images\test\29mm.JPG,0,-1,-1
.\images\test\2_10mm.JPG,0,-1,-1
.\images\test\2_20mm.JPG,0,-1,-1
.\images\test\2_30mm.JPG,0,-1,-1
.\images\test\3_10mm.JPG,0,-1,-1
.\images\test\31mm-pano (1).JPG,0,-1,-1
.\images\test\31mm-pano (2).JPG,0,-1,-1
.\images\test\31mm-pano (3).JPG,0,-1,-1
.\images\fuck\31mm-pano (4).jpg,0,-1,-1
.\images\fuck\31mm-pano (5).jpg,0,-1,-1
.\images\fuck\31mm-pano (6).jpg,0,-1,-1
.\images\radial distortion\barrel (1).jpg,0.097671557,-1,-1
.\images\radial distortion\barrel (1).png,0.065554796,-1,-1
.\images\radial distortion\barrel (2).jpg,0,-1,-1
.\images\radial distortion\chessboard_barrel.jpg,0,-1,-1
.\images\fuck\31mm-pano (7).jpg,0,-1,-1
.\images\fuck\31mm-pano (8).jpg,0,-1,-1
.\images\fuck\31mm-pano (9).jpg,0,-1,-1
.\images\fuck\4_10mm.jpg,0,-1,-1
.\images\fuck\4_20mm.JPG,0,-1,-1
.\images\fuck\4_30mm.JPG,0,-1,-1
.\images\fuck\5_10mm.JPG,0,-1,-1
.\images\fuck\5_20mm.JPG,0,-1,-1
.\images\fuck\5_30mm.JPG,0,-1,-1
.\images\fuck\6_10mm_low.JPG,0,-1,-1
.\images\fuck\6_20mm_low.JPG,0,-1,-1
.\images\fuck\6_30mm_low.JPG,0,-1,-1
.\images\fuck\7_10mm_low.JPG,0,-1,-1
.\images\fuck\7_20mm_low.JPG,0,-1,-1
.\images\fuck\7_30mm_low.JPG,0,-1,-1
.\images\fuck\8_10mm.JPG,0,-1,-1
.\images\fuck\8_20mm.JPG,0,-1,-1
.\images\fuck\8_30mm.JPG,0,-1,-1
.\images\fuck\9_10mm_low.JPG,0,-1,-1
.\images\fuck\9_20mm_low.JPG,0,-1,-1
.\images\fuck\9_30mm_low.JPG,0,-1,-1
.\images\fuck\IMG_4043.JPG,0,-1,-1
.\images\fuck\IMG_4044.JPG,0,-1,-1
.\images\fuck\IMG_4045.JPG,0,-1,-1
.\images\fuck\IMG_4046.JPG,0,-1,-1
.\images\fuck\IMG_4047.JPG,0,-1,-1
.\images\fuck\IMG_4048.JPG,0,-1,-1
.\images\fuck\IMG_4049.JPG,0,-1,-1
.\images\fuck\IMG_4050.JPG,0,-1,-1
.\images\fuck\IMG_4052.JPG,0,-1,-1
.\images\fuck\IMG_4053.JPG,0,-1,-1
.\images\fuck\IMG_4054.JPG,0,-1,-1
.\images\fuck\IMG_4055.JPG,0,-1,-1
.\images\fuck\IMG_4056.JPG,0,-1,-1
.\images\fuck\IMG_4057.JPG,0,-1,-1
